Mod:Item:MetaData, Localized Name
thaumcraft:candle_cyan, Бирюзовая сальная свеча
thaumcraft:candle_purple, Фиолетовая сальная свеча
thaumcraft:candle_blue, Синяя сальная свеча
thaumcraft:candle_brown, Коричневая сальная свеча
thaumcraft:candle_green, Зелёная сальная свеча
thaumcraft:candle_red, Красная сальная свеча
thaumcraft:candle_black, Чёрная сальная свеча
thaumcraft:banner_white, Белое знамя
thaumcraft:banner_orange, Оранжевое знамя
thaumcraft:banner_magenta, Пурпурное знамя
thaumcraft:banner_lightblue, Голубое знамя
thaumcraft:banner_yellow, Жёлтое знамя
thaumcraft:banner_lime, Лаймовое знамя
thaumcraft:banner_pink, Розовое знамя
thaumcraft:banner_gray, Серое знамя
thaumcraft:banner_silver, Светло-серое знамя
thaumcraft:banner_cyan, Бирюзовое знамя
thaumcraft:banner_purple, Фиолетовое знамя
thaumcraft:banner_blue, Синее знамя
thaumcraft:banner_brown, Коричневое знамя
thaumcraft:banner_green, Зелёное знамя
thaumcraft:banner_red, Красное знамя
thaumcraft:banner_black, Чёрное знамя
thaumcraft:banner_crimson_cult, Знамя багрового культа
thaumcraft:nitor_white, Белый нитор
thaumcraft:nitor_orange, Оранжевый нитор
thaumcraft:nitor_magenta, Пурпурный нитор
thaumcraft:nitor_lightblue, Голубой нитор
thaumcraft:nitor_yellow, Жёлтый нитор
thaumcraft:nitor_lime, Лаймовый нитор
thaumcraft:nitor_pink, Розовый нитор
thaumcraft:nitor_gray, Серый нитор
thaumcraft:nitor_silver, Светло-серый нитор
thaumcraft:nitor_cyan, Бирюзовый нитор
thaumcraft:nitor_purple, Фиолетовый нитор
thaumcraft:nitor_blue, Синий нитор
thaumcraft:nitor_brown, Коричневый нитор
thaumcraft:nitor_green, Зелёный нитор
thaumcraft:nitor_red, Красный нитор
thaumcraft:nitor_black, Чёрный нитор
thaumcraft:vis_battery, Вис-батарея
thaumcraft:inlay, Redstone Inlay
thaumcraft:arcane_workbench, Мистический верстак
thaumcraft:arcane_workbench_charger, Заряжатель мистического верстака
thaumcraft:dioptra, Таумическая диоптрия
thaumcraft:research_table, Стол исследований
thaumcraft:crucible, Тигель
thaumcraft:arcane_ear, Мистическое ухо
thaumcraft:arcane_ear_toggle, Мистическое ухо (Переключённое)
thaumcraft:lamp_arcane, Мистический светильник
thaumcraft:lamp_fertility, Светильник скрещивания
thaumcraft:lamp_growth, Светильник роста
thaumcraft:levitator, Мистический подъёмник
thaumcraft:centrifuge, Центрифуга эссенции
thaumcraft:bellows, Мистические меха
thaumcraft:smelter_basic, Плавильня эссенции
thaumcraft:smelter_thaumium, Плавильня эссенции из таумиума
thaumcraft:smelter_void, Плавильня эссенции из пустотного металла
thaumcraft:smelter_aux, Вспомогательный жидкостный насос
thaumcraft:smelter_vent, Вспомогательный вентиляционный порт
thaumcraft:alembic, Перегонный куб
thaumcraft:recharge_pedestal, Пьедестал подзарядки
thaumcraft:wand_workbench, Конфигуратор линз
thaumcraft:hungry_chest, Голодный сундук
thaumcraft:tube, Труба для эссенции
thaumcraft:tube_valve, Клапан трубы для эссенции
thaumcraft:tube_restrict, Ограничивающая труба для эссенции
thaumcraft:tube_oneway, Направляющая труба для эссенции
thaumcraft:tube_filter, Фильтрующая труба для эссенции
thaumcraft:tube_buffer, Буфер для эссенции
thaumcraft:jar_normal, Банка
thaumcraft:jar_void, Пустотная банка
thaumcraft:jar_brain, Мозг в банке
thaumcraft:infusion_matrix, Руническая матрица
thaumcraft:infernal_furnace, Адская печь
thaumcraft:everfull_urn, Неиссякающая урна
thaumcraft:thaumatorium, Тауматорий
thaumcraft:thaumatorium_top, Тауматорий
thaumcraft:brain_box, Мнемоническая матрица
thaumcraft:spa, Мистическая ванна
thaumcraft:golem_builder, Пресс големов
thaumcraft:mirror, Магическое зеркало
thaumcraft:mirror_essentia, Зеркало эссенции
thaumcraft:essentia_input, Наполняющий передатчик эссенции
thaumcraft:essentia_output, Опустошающий передатчик эссенции
thaumcraft:redstone_relay, Редстоуновое реле
thaumcraft:pattern_crafter, Мистический шаблонный сборщик
thaumcraft:potion_sprayer, Разбрызгиватель зелий
thaumcraft:activator_rail, Мистические активирующие рельсы
thaumcraft:stabilizer, Стабилизатор
thaumcraft:vis_generator, Генератор Вис
thaumcraft:condenser, Конденсатор Выбросов
thaumcraft:condenser_lattice, Решётка конденсатора Выбросов
thaumcraft:condenser_lattice_dirty, Засоренная решётка конденсатора Выбросов
thaumcraft:void_siphon, Пустотный сифон
thaumcraft:hole, Пространственный разлом
thaumcraft:effect_shock, Статическое поле
thaumcraft:effect_sap, Истощающее поле
thaumcraft:effect_glimmer, Мерцание
thaumcraft:placeholder_brick, Адская печь
thaumcraft:placeholder_obsidian, Адская печь
thaumcraft:placeholder_bars, Пресс големов
thaumcraft:placeholder_anvil, Пресс големов
thaumcraft:placeholder_cauldron, Пресс големов
thaumcraft:placeholder_table, Пресс големов
thaumcraft:empty, Пустое пространство
thaumcraft:barrier, Охраняющая аура
forge:bucketfilled, %s Bucket
appliedenergistics2:quartz_ore, Руда истинного кварца
appliedenergistics2:charged_quartz_ore, Заряженная руда истинного кварца
appliedenergistics2:matrix_frame, Каркас матрицы
appliedenergistics2:quartz_block, Блок истинного кварца
appliedenergistics2:quartz_pillar, Колонна истинного кварца
appliedenergistics2:chiseled_quartz_block, Резной блок истинного кварца
appliedenergistics2:quartz_glass, Кварцевое стекло
appliedenergistics2:quartz_vibrant_glass, Энергичное кварцевое стекло
appliedenergistics2:quartz_fixture, Светильник из заряженного кварца
appliedenergistics2:fluix_block, Изменчивый блок
appliedenergistics2:sky_stone_block, Небесный камень
appliedenergistics2:smooth_sky_stone_block, Блок небесного камня
appliedenergistics2:sky_stone_brick, Кирпич небесного камня
appliedenergistics2:sky_stone_small_brick, Малый кирпич небесного камня
appliedenergistics2:sky_stone_chest, Сундук из небесного камня
appliedenergistics2:smooth_sky_stone_chest, Сундук из блока небесного камня
appliedenergistics2:sky_compass, Метеоритный компас
appliedenergistics2:grindstone, Кварцевый дробитель
appliedenergistics2:crank, Деревянная рукоятка
appliedenergistics2:inscriber, Высекатель
appliedenergistics2:wireless_access_point, МЭ беспроводная точка доступа
appliedenergistics2:charger, Зарядник
appliedenergistics2:tiny_tnt, Маленький динамит
appliedenergistics2:security_station, МЭ терминал безопасности
appliedenergistics2:quantum_ring, МЭ квантовое кольцо
appliedenergistics2:quantum_link, МЭ камера квантовой связи
appliedenergistics2:spatial_pylon, Пространственный пилон
appliedenergistics2:spatial_io_port, Пространственный порт ввода\вывода
appliedenergistics2:controller, МЭ контроллер
appliedenergistics2:drive, МЭ накопитель
appliedenergistics2:chest, МЭ сундук
appliedenergistics2:interface, МЭ интерфейс
appliedenergistics2:fluid_interface, ME Fluid Interface
appliedenergistics2:cell_workbench, Верстак для ячеек
appliedenergistics2:io_port, МЭ порт ввода\вывода
appliedenergistics2:condenser, Конденсатор материи
appliedenergistics2:energy_acceptor, Приёмщик энергии
appliedenergistics2:vibration_chamber, Вибрационная камера
appliedenergistics2:quartz_growth_accelerator, Ускоритель роста кристаллов
appliedenergistics2:energy_cell, Энергетическая ячейка
appliedenergistics2:dense_energy_cell, Плотная энергетическая ячейка
appliedenergistics2:creative_energy_cell, Творческая энергетическая ячейка
appliedenergistics2:crafting_unit, Блок крафта
appliedenergistics2:crafting_accelerator, Блок обработки крафта
appliedenergistics2:crafting_storage_1k, 1К хранилище крафта
appliedenergistics2:crafting_storage_4k, 4К хранилище крафта
appliedenergistics2:crafting_storage_16k, 16К хранилище крафта
appliedenergistics2:crafting_storage_64k, 64К хранилище крафта
appliedenergistics2:crafting_monitor, Монитор крафта
appliedenergistics2:molecular_assembler, Молекулярный сборщик
appliedenergistics2:light_detector, Светильник обнаружения света
appliedenergistics2:paint, tile.appliedenergistics2.paint.name
appliedenergistics2:sky_stone_stairs, Ступеньки из небесного камня
appliedenergistics2:smooth_sky_stone_stairs, Ступеньки из блока небесного камня
appliedenergistics2:sky_stone_brick_stairs, Ступеньки из кирпича небесного камня
appliedenergistics2:sky_stone_small_brick_stairs, Ступеньки из малого кирпича небесного камня
appliedenergistics2:fluix_stairs, Изменчивые ступеньки
appliedenergistics2:quartz_stairs, Ступеньки из истинного кварца
appliedenergistics2:chiseled_quartz_stairs, Ступеньки из резного истинного кварца
